ro_id,line_num,part_id,part_name,part_type,qty,unit_cost,line_cost,lead_time_days,is_primary_fix
RO000293,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000293,3,P-1031,CHAIN_LUBE-96,chain_lube,2,65.65,131.3,5,False
RO000294,1,P-1004,RADIATOR_CORE-30,radiator_core,2,165.78,331.56,9,True
RO000294,2,P-1002,COOLANT_FILTER-23,coolant_filter,2,109.01,218.02,12,False
RO000295,1,P-1025,WIRING_HARNESS-78,wiring_harness,1,95.07,95.07,1,True
RO000295,2,P-1022,RELAY-52,relay,1,77.32,77.32,4,False
RO000296,1,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,True
RO000296,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000297,1,P-1010,HYDRAULIC_HOSE_REVB-50,hydraulic_hose_revb,1,54.13,54.13,1,True
RO000297,2,P-1014,SEAL_KIT_PLUS-42,seal_kit_plus,1,48.52,48.52,7,False
RO000298,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,True
RO000298,2,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,False
RO000299,1,P-1028,IDLER_ROLLER-43,idler_roller,2,129.53,259.06,9,True
RO000299,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000300,1,P-1004,RADIATOR_CORE-30,radiator_core,1,165.78,165.78,9,True
RO000300,2,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000301,1,P-1009,HYDRAULIC_HOSE-38,hydraulic_hose,1,51.64,51.64,7,True
RO000301,2,P-1013,SEAL_KIT-86,seal_kit,1,63.75,63.75,6,False
RO000302,1,P-1024,SENSOR_PROX-69,sensor_prox,1,66.2,66.2,10,True
RO000302,2,P-1022,RELAY-52,relay,1,77.32,77.32,4,False
RO000303,1,P-1004,RADIATOR_CORE-30,radiator_core,1,165.78,165.78,9,True
RO000303,2,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000303,3,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,False
RO000303,4,P-1005,FAN-54,fan,1,65.94,65.94,8,False
RO000304,1,P-1001,COOLANT_PUMP-91,coolant_pump,2,101.85,203.7,5,True
RO000304,2,P-1005,FAN-54,fan,1,65.94,65.94,8,False
RO000304,3,P-1003,COOLANT_FILTER-81,coolant_filter,2,73.31,146.62,5,False
RO000305,1,P-1022,RELAY-52,relay,1,77.32,77.32,4,True
RO000305,2,P-1023,CONTACTOR-26,contactor,1,41.87,41.87,3,False
RO000306,1,P-1025,WIRING_HARNESS-78,wiring_harness,1,95.07,95.07,1,True
RO000306,2,P-1021,RELAY-80,relay,1,113.56,113.56,6,False
RO000307,1,P-1025,WIRING_HARNESS-78,wiring_harness,1,95.07,95.07,1,True
RO000307,2,P-1021,RELAY-80,relay,1,113.56,113.56,6,False
RO000308,1,P-1010,HYDRAULIC_HOSE_REVB-50,hydraulic_hose_revb,2,54.13,108.26,1,True
RO000308,2,P-1014,SEAL_KIT_PLUS-42,seal_kit_plus,1,48.52,48.52,7,False
RO000308,3,P-1011,PUMP-41,pump,1,157.52,157.52,5,False
RO000308,4,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000309,1,P-1011,PUMP-41,pump,1,157.52,157.52,5,True
RO000309,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000310,1,P-1021,RELAY-80,relay,1,113.56,113.56,6,True
RO000310,2,P-1023,CONTACTOR-26,contactor,1,41.87,41.87,3,False
RO000311,1,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,True
RO000311,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000312,1,P-1024,SENSOR_PROX-69,sensor_prox,1,66.2,66.2,10,True
RO000312,2,P-1021,RELAY-80,relay,1,113.56,113.56,6,False
RO000313,1,P-1019,FUSE-98,fuse,1,89.48,89.48,1,True
RO000313,2,P-1021,RELAY-80,relay,1,113.56,113.56,6,False
RO000314,1,P-1010,HYDRAULIC_HOSE_REVB-50,hydraulic_hose_revb,1,54.13,54.13,1,True
RO000314,2,P-1014,SEAL_KIT_PLUS-42,seal_kit_plus,1,48.52,48.52,7,False
RO000315,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000315,2,P-1005,FAN-54,fan,1,65.94,65.94,8,False
RO000315,3,P-1003,COOLANT_FILTER-81,coolant_filter,1,73.31,73.31,5,False
RO000316,1,P-1009,HYDRAULIC_HOSE-38,hydraulic_hose,1,51.64,51.64,7,True
RO000316,2,P-1012,SEAL_KIT-16,seal_kit,1,83.96,83.96,1,False
RO000317,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000317,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000317,3,P-1031,CHAIN_LUBE-96,chain_lube,2,65.65,131.3,5,False
RO000318,1,P-1027,DRIVE_CHAIN-71,drive_chain,2,60.06,120.12,8,True
RO000318,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000319,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000319,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000320,1,P-1026,DRIVE_CHAIN-66,drive_chain,1,94.24,94.24,4,True
RO000320,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000320,3,P-1031,CHAIN_LUBE-96,chain_lube,1,65.65,65.65,5,False
RO000321,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000321,2,P-1003,COOLANT_FILTER-81,coolant_filter,1,73.31,73.31,5,False
RO000322,1,P-1004,RADIATOR_CORE-30,radiator_core,1,165.78,165.78,9,True
RO000322,2,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000323,1,P-1008,PRESSURE_VALVE-99,pressure_valve,1,37.48,37.48,3,True
RO000323,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000324,1,P-1005,FAN-54,fan,1,65.94,65.94,8,True
RO000324,2,P-1006,THERMOSTAT-56,thermostat,2,66.12,132.24,4,False
RO000325,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000325,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000325,3,P-1031,CHAIN_LUBE-96,chain_lube,1,65.65,65.65,5,False
RO000326,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000326,2,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000327,1,P-1027,DRIVE_CHAIN-71,drive_chain,1,60.06,60.06,8,True
RO000327,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000328,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000328,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000329,1,P-1020,FUSE-67,fuse,1,44.8,44.8,6,True
RO000329,2,P-1021,RELAY-80,relay,1,113.56,113.56,6,False
RO000330,1,P-1008,PRESSURE_VALVE-99,pressure_valve,1,37.48,37.48,3,True
RO000330,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000331,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,True
RO000331,2,P-1016,AIR_LINE-91,air_line,2,62.13,124.26,13,False
RO000332,1,P-1001,COOLANT_PUMP-91,coolant_pump,2,101.85,203.7,5,True
RO000332,2,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000333,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,True
RO000333,2,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,False
RO000334,1,P-1011,PUMP-41,pump,1,157.52,157.52,5,True
RO000334,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000335,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000335,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000336,1,P-1009,HYDRAULIC_HOSE-38,hydraulic_hose,1,51.64,51.64,7,True
RO000336,2,P-1012,SEAL_KIT-16,seal_kit,1,83.96,83.96,1,False
RO000337,1,P-1004,RADIATOR_CORE-30,radiator_core,1,165.78,165.78,9,True
RO000337,2,P-1003,COOLANT_FILTER-81,coolant_filter,1,73.31,73.31,5,False
RO000338,1,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,True
RO000338,2,P-1029,TENSIONER-17,tensioner,2,55.83,111.66,4,False
RO000339,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000339,2,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000340,1,P-1019,FUSE-98,fuse,1,89.48,89.48,1,True
RO000340,2,P-1021,RELAY-80,relay,1,113.56,113.56,6,False
RO000341,1,P-1009,HYDRAULIC_HOSE-38,hydraulic_hose,1,51.64,51.64,7,True
RO000341,2,P-1012,SEAL_KIT-16,seal_kit,2,83.96,167.92,1,False
RO000342,1,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,True
RO000342,2,P-1018,AIR_REGULATOR-18,air_regulator,2,117.94,235.88,1,False
RO000343,1,P-1026,DRIVE_CHAIN-66,drive_chain,1,94.24,94.24,4,True
RO000343,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000344,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000344,2,P-1028,IDLER_ROLLER-43,idler_roller,2,129.53,259.06,9,False
RO000345,1,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,True
RO000345,2,P-1018,AIR_REGULATOR-18,air_regulator,1,117.94,117.94,1,False
RO000346,1,P-1004,RADIATOR_CORE-30,radiator_core,1,165.78,165.78,9,True
RO000346,2,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000347,1,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,True
RO000347,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000347,3,P-1027,DRIVE_CHAIN-71,drive_chain,1,60.06,60.06,8,False
RO000347,4,P-1031,CHAIN_LUBE-96,chain_lube,1,65.65,65.65,5,False
RO000348,1,P-1022,RELAY-52,relay,1,77.32,77.32,4,True
RO000348,2,P-1023,CONTACTOR-26,contactor,1,41.87,41.87,3,False
RO000349,1,P-1017,FRL_UNIT-56,frl_unit,2,80.96,161.92,1,True
RO000349,2,P-1018,AIR_REGULATOR-18,air_regulator,1,117.94,117.94,1,False
RO000350,1,P-1021,RELAY-80,relay,1,113.56,113.56,6,True
RO000350,2,P-1023,CONTACTOR-26,contactor,1,41.87,41.87,3,False
RO000351,1,P-1027,DRIVE_CHAIN-71,drive_chain,1,60.06,60.06,8,True
RO000351,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000352,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000352,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000353,1,P-1024,SENSOR_PROX-69,sensor_prox,1,66.2,66.2,10,True
RO000353,2,P-1021,RELAY-80,relay,1,113.56,113.56,6,False
RO000354,1,P-1020,FUSE-67,fuse,1,44.8,44.8,6,True
RO000354,2,P-1021,RELAY-80,relay,1,113.56,113.56,6,False
RO000355,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000355,2,P-1005,FAN-54,fan,1,65.94,65.94,8,False
RO000355,3,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000356,1,P-1004,RADIATOR_CORE-30,radiator_core,2,165.78,331.56,9,True
RO000356,2,P-1003,COOLANT_FILTER-81,coolant_filter,1,73.31,73.31,5,False
RO000357,1,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,True
RO000357,2,P-1018,AIR_REGULATOR-18,air_regulator,2,117.94,235.88,1,False
RO000358,1,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,True
RO000358,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000359,1,P-1008,PRESSURE_VALVE-99,pressure_valve,1,37.48,37.48,3,True
RO000359,2,P-1007,FLUID_FILTER-58,fluid_filter,2,90.82,181.64,1,False
RO000359,3,P-1011,PUMP-41,pump,1,157.52,157.52,5,False
RO000360,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000360,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000361,1,P-1027,DRIVE_CHAIN-71,drive_chain,1,60.06,60.06,8,True
RO000361,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000361,3,P-1031,CHAIN_LUBE-96,chain_lube,1,65.65,65.65,5,False
RO000362,1,P-1027,DRIVE_CHAIN-71,drive_chain,1,60.06,60.06,8,True
RO000362,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000362,3,P-1031,CHAIN_LUBE-96,chain_lube,1,65.65,65.65,5,False
RO000363,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,2,62.16,124.32,4,True
RO000363,2,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,False
RO000364,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,True
RO000364,2,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,False
RO000365,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,True
RO000365,2,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,False
RO000365,3,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,False
RO000365,4,P-1018,AIR_REGULATOR-18,air_regulator,1,117.94,117.94,1,False
RO000366,1,P-1009,HYDRAULIC_HOSE-38,hydraulic_hose,1,51.64,51.64,7,True
RO000366,2,P-1012,SEAL_KIT-16,seal_kit,1,83.96,83.96,1,False
RO000367,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,True
RO000367,2,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,False
RO000368,1,P-1004,RADIATOR_CORE-30,radiator_core,1,165.78,165.78,9,True
RO000368,2,P-1003,COOLANT_FILTER-81,coolant_filter,2,73.31,146.62,5,False
RO000369,1,P-1010,HYDRAULIC_HOSE_REVB-50,hydraulic_hose_revb,2,54.13,108.26,1,True
RO000369,2,P-1014,SEAL_KIT_PLUS-42,seal_kit_plus,1,48.52,48.52,7,False
RO000370,1,P-1010,HYDRAULIC_HOSE_REVB-50,hydraulic_hose_revb,1,54.13,54.13,1,True
RO000370,2,P-1014,SEAL_KIT_PLUS-42,seal_kit_plus,1,48.52,48.52,7,False
RO000371,1,P-1004,RADIATOR_CORE-30,radiator_core,1,165.78,165.78,9,True
RO000371,2,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000372,1,P-1009,HYDRAULIC_HOSE-38,hydraulic_hose,1,51.64,51.64,7,True
RO000372,2,P-1013,SEAL_KIT-86,seal_kit,1,63.75,63.75,6,False
RO000373,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000373,2,P-1005,FAN-54,fan,1,65.94,65.94,8,False
RO000373,3,P-1002,COOLANT_FILTER-23,coolant_filter,2,109.01,218.02,12,False
RO000374,1,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,True
RO000374,2,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,False
RO000374,3,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,False
RO000374,4,P-1018,AIR_REGULATOR-18,air_regulator,1,117.94,117.94,1,False
RO000375,1,P-1027,DRIVE_CHAIN-71,drive_chain,1,60.06,60.06,8,True
RO000375,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000375,3,P-1031,CHAIN_LUBE-96,chain_lube,2,65.65,131.3,5,False
RO000376,1,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,True
RO000376,2,P-1018,AIR_REGULATOR-18,air_regulator,1,117.94,117.94,1,False
RO000377,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000377,2,P-1003,COOLANT_FILTER-81,coolant_filter,1,73.31,73.31,5,False
RO000378,1,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,True
RO000378,2,P-1018,AIR_REGULATOR-18,air_regulator,1,117.94,117.94,1,False
RO000379,1,P-1027,DRIVE_CHAIN-71,drive_chain,1,60.06,60.06,8,True
RO000379,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000379,3,P-1031,CHAIN_LUBE-96,chain_lube,1,65.65,65.65,5,False
RO000380,1,P-1027,DRIVE_CHAIN-71,drive_chain,1,60.06,60.06,8,True
RO000380,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000380,3,P-1031,CHAIN_LUBE-96,chain_lube,1,65.65,65.65,5,False
RO000381,1,P-1019,FUSE-98,fuse,1,89.48,89.48,1,True
RO000381,2,P-1022,RELAY-52,relay,1,77.32,77.32,4,False
RO000382,1,P-1022,RELAY-52,relay,2,77.32,154.64,4,True
RO000382,2,P-1023,CONTACTOR-26,contactor,1,41.87,41.87,3,False
RO000383,1,P-1027,DRIVE_CHAIN-71,drive_chain,1,60.06,60.06,8,True
RO000383,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000384,1,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,True
RO000384,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000385,1,P-1005,FAN-54,fan,1,65.94,65.94,8,True
RO000385,2,P-1006,THERMOSTAT-56,thermostat,1,66.12,66.12,4,False
RO000386,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000386,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000386,3,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000387,1,P-1005,FAN-54,fan,1,65.94,65.94,8,True
RO000387,2,P-1006,THERMOSTAT-56,thermostat,1,66.12,66.12,4,False
RO000388,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,True
RO000388,2,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,False
RO000389,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,True
RO000389,2,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,False
RO000390,1,P-1022,RELAY-52,relay,1,77.32,77.32,4,True
RO000390,2,P-1023,CONTACTOR-26,contactor,1,41.87,41.87,3,False
RO000391,1,P-1027,DRIVE_CHAIN-71,drive_chain,1,60.06,60.06,8,True
RO000391,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000392,1,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,True
RO000392,2,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,False
RO000392,3,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,False
RO000393,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,True
RO000393,2,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,False
RO000394,1,P-1027,DRIVE_CHAIN-71,drive_chain,1,60.06,60.06,8,True
RO000394,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000395,1,P-1025,WIRING_HARNESS-78,wiring_harness,1,95.07,95.07,1,True
RO000395,2,P-1021,RELAY-80,relay,1,113.56,113.56,6,False
RO000396,1,P-1028,IDLER_ROLLER-43,idler_roller,2,129.53,259.06,9,True
RO000396,2,P-1029,TENSIONER-17,tensioner,2,55.83,111.66,4,False
RO000397,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000397,2,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000398,1,P-1024,SENSOR_PROX-69,sensor_prox,1,66.2,66.2,10,True
RO000398,2,P-1021,RELAY-80,relay,1,113.56,113.56,6,False
RO000399,1,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,True
RO000399,2,P-1018,AIR_REGULATOR-18,air_regulator,1,117.94,117.94,1,False
RO000400,1,P-1022,RELAY-52,relay,2,77.32,154.64,4,True
RO000400,2,P-1023,CONTACTOR-26,contactor,1,41.87,41.87,3,False
RO000401,1,P-1008,PRESSURE_VALVE-99,pressure_valve,2,37.48,74.96,3,True
RO000401,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000401,3,P-1011,PUMP-41,pump,1,157.52,157.52,5,False
RO000402,1,P-1021,RELAY-80,relay,1,113.56,113.56,6,True
RO000402,2,P-1023,CONTACTOR-26,contactor,1,41.87,41.87,3,False
RO000403,1,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,True
RO000403,2,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,False
RO000403,3,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,False
RO000404,1,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,True
RO000404,2,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,False
RO000404,3,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,False
RO000405,1,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,True
RO000405,2,P-1018,AIR_REGULATOR-18,air_regulator,1,117.94,117.94,1,False
RO000406,1,P-1009,HYDRAULIC_HOSE-38,hydraulic_hose,1,51.64,51.64,7,True
RO000406,2,P-1013,SEAL_KIT-86,seal_kit,1,63.75,63.75,6,False
RO000407,1,P-1004,RADIATOR_CORE-30,radiator_core,1,165.78,165.78,9,True
RO000407,2,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000408,1,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,True
RO000408,2,P-1018,AIR_REGULATOR-18,air_regulator,1,117.94,117.94,1,False
RO000409,1,P-1026,DRIVE_CHAIN-66,drive_chain,2,94.24,188.48,4,True
RO000409,2,P-1029,TENSIONER-17,tensioner,1,55.83,55.83,4,False
RO000409,3,P-1031,CHAIN_LUBE-96,chain_lube,1,65.65,65.65,5,False
RO000410,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000410,2,P-1003,COOLANT_FILTER-81,coolant_filter,1,73.31,73.31,5,False
RO000411,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000411,2,P-1003,COOLANT_FILTER-81,coolant_filter,1,73.31,73.31,5,False
RO000412,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000412,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000412,3,P-1031,CHAIN_LUBE-96,chain_lube,1,65.65,65.65,5,False
RO000413,1,P-1005,FAN-54,fan,1,65.94,65.94,8,True
RO000413,2,P-1006,THERMOSTAT-56,thermostat,2,66.12,132.24,4,False
RO000414,1,P-1019,FUSE-98,fuse,1,89.48,89.48,1,True
RO000414,2,P-1021,RELAY-80,relay,2,113.56,227.12,6,False
RO000415,1,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,True
RO000415,2,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,False
RO000415,3,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,False
RO000416,1,P-1008,PRESSURE_VALVE-99,pressure_valve,1,37.48,37.48,3,True
RO000416,2,P-1007,FLUID_FILTER-58,fluid_filter,1,90.82,90.82,1,False
RO000417,1,P-1009,HYDRAULIC_HOSE-38,hydraulic_hose,1,51.64,51.64,7,True
RO000417,2,P-1013,SEAL_KIT-86,seal_kit,1,63.75,63.75,6,False
RO000418,1,P-1030,BELT-30,belt,1,94.54,94.54,9,True
RO000418,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000419,1,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,True
RO000419,2,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,False
RO000419,3,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,False
RO000420,1,P-1004,RADIATOR_CORE-30,radiator_core,1,165.78,165.78,9,True
RO000420,2,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000421,1,P-1004,RADIATOR_CORE-30,radiator_core,1,165.78,165.78,9,True
RO000421,2,P-1002,COOLANT_FILTER-23,coolant_filter,1,109.01,109.01,12,False
RO000422,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,True
RO000422,2,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,False
RO000423,1,P-1005,FAN-54,fan,1,65.94,65.94,8,True
RO000423,2,P-1006,THERMOSTAT-56,thermostat,2,66.12,132.24,4,False
RO000424,1,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,True
RO000424,2,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,False
RO000424,3,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,False
RO000425,1,P-1009,HYDRAULIC_HOSE-38,hydraulic_hose,1,51.64,51.64,7,True
RO000425,2,P-1012,SEAL_KIT-16,seal_kit,1,83.96,83.96,1,False
RO000426,1,P-1022,RELAY-52,relay,1,77.32,77.32,4,True
RO000426,2,P-1023,CONTACTOR-26,contactor,1,41.87,41.87,3,False
RO000427,1,P-1001,COOLANT_PUMP-91,coolant_pump,1,101.85,101.85,5,True
RO000427,2,P-1005,FAN-54,fan,1,65.94,65.94,8,False
RO000427,3,P-1002,COOLANT_FILTER-23,coolant_filter,2,109.01,218.02,12,False
RO000428,1,P-1015,SOLENOID_VALVE-30,solenoid_valve,1,62.16,62.16,4,True
RO000428,2,P-1016,AIR_LINE-91,air_line,1,62.13,62.13,13,False
RO000429,1,P-1019,FUSE-98,fuse,1,89.48,89.48,1,True
RO000429,2,P-1022,RELAY-52,relay,2,77.32,154.64,4,False
RO000430,1,P-1019,FUSE-98,fuse,1,89.48,89.48,1,True
RO000430,2,P-1021,RELAY-80,relay,1,113.56,113.56,6,False
RO000430,3,P-1024,SENSOR_PROX-69,sensor_prox,1,66.2,66.2,10,False
RO000431,1,P-1020,FUSE-67,fuse,1,44.8,44.8,6,True
RO000431,2,P-1021,RELAY-80,relay,1,113.56,113.56,6,False
RO000431,3,P-1023,CONTACTOR-26,contactor,1,41.87,41.87,3,False
RO000432,1,P-1022,RELAY-52,relay,1,77.32,77.32,4,True
RO000432,2,P-1023,CONTACTOR-26,contactor,1,41.87,41.87,3,False
RO000433,1,P-1026,DRIVE_CHAIN-66,drive_chain,2,94.24,188.48,4,True
RO000433,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000434,1,P-1026,DRIVE_CHAIN-66,drive_chain,1,94.24,94.24,4,True
RO000434,2,P-1028,IDLER_ROLLER-43,idler_roller,1,129.53,129.53,9,False
RO000435,1,P-1017,FRL_UNIT-56,frl_unit,1,80.96,80.96,1,True
RO000435,2,P-1018,AIR_REGULATOR-18,air_regulator,2,117.94,235.88,1,False
RO000436,1,P-1027,DRIVE_CHAIN-71,drive_chain,1,60.06,60.06,8,True
