ro_id,machine_model,machine_age_years,operating_hours,symptom_text,failure_code,subsystem,environment,technician_notes,downtime_hours,estimated_total_parts_cost,created_at
RO000530,COUPE-R,11.1,6947,Driveline vibration under load,FC-DRV-19,drivetrain,highway_longhaul,Observed: Driveline vibration under load. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,7.78,223.77,2026-06-25 03:43:09
RO000531,SUV-X,11.1,14055,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,high_humidity,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,1.26,128.3,2023-09-11 16:35:43
RO000532,SUV-Z,4.4,25375,Line speed not maintained,FC-ACC-09,conveyor_like_accessory,highway_longhaul,Observed: Line speed not maintained. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,5.45,289.72,2023-10-12 15:57:42
RO000533,TRUCK-T2,3.0,10961,Control unit reset observed,FC-ELC-22,electrical_power,normal,Observed: Control unit reset observed. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,7.18,155.43,2025-04-10 04:38:01
RO000534,SUV-X,8.4,13088,Air regulation unstable,FC-PNE-07,pneumatic_intake,normal,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,4.77,186.42,2023-12-05 11:00:50
RO000535,SEDAN-A,5.1,7620,Coolant temperature high,FC-CLG-11,engine_cooling,dusty,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,8.73,175.16,2024-06-24 22:12:23
RO000536,SUV-Z,5.4,24737,Intermittent electrical fault,FC-ELC-22,electrical_power,high_temp,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,8.54,203.04,2025-12-14 11:18:04
RO000537,SEDAN-B,10.0,11547,Intermittent electrical fault,FC-ELC-22,electrical_power,normal,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,6.31,155.43,2026-04-18 10:37:21
RO000538,SEDAN-B,6.4,7770,Air regulation unstable,FC-PNE-07,pneumatic_intake,high_humidity,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,6.15,186.45,2023-03-09 05:39:04
RO000539,TRUCK-T2,2.4,24501,Belt slipping,FC-ACC-09,conveyor_like_accessory,normal,Observed: Belt slipping. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,4.57,353.6,2023-05-22 00:29:53
RO000540,SUV-Z,7.2,17266,Driveline vibration under load,FC-DRV-19,drivetrain,city_stopgo,Observed: Driveline vibration under load. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,4.98,353.3,2025-06-04 19:54:54
RO000541,SEDAN-A,8.6,11200,Coolant leak suspected,FC-CLG-11,engine_cooling,highway_longhaul,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,7.24,342.74,2023-06-03 07:16:12
RO000542,VAN-C,1.8,16011,Brake pedal spongy,FC-HYD-04,hydraulic_brake,high_temp,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,9.38,285.82,2025-03-09 20:40:01
RO000543,TRUCK-T2,3.0,9578,Intermittent electrical fault,FC-ELC-22,electrical_power,dusty,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,6.53,122.12,2023-06-29 18:27:05
RO000544,SUV-Z,7.1,17805,Accessory drive noise,FC-ACC-09,conveyor_like_accessory,normal,Observed: Accessory drive noise. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,6.48,244.91,2026-05-31 12:59:50
RO000545,SEDAN-B,8.7,23877,Radiator efficiency low,FC-CLG-11,engine_cooling,normal,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,6.32,383.8,2023-08-11 17:07:48
RO000546,VAN-C,5.7,20380,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,normal,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,9.3,248.34,2023-12-28 18:00:33
RO000547,COUPE-R,6.0,7203,Accessory drive noise,FC-ACC-09,conveyor_like_accessory,highway_longhaul,Observed: Accessory drive noise. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,7.71,289.72,2025-07-25 23:38:13
RO000548,SEDAN-A,6.1,100,Intermittent electrical fault,FC-ELC-22,electrical_power,normal,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,7.19,122.12,2026-02-20 03:06:59
RO000549,COUPE-R,4.6,14275,Coolant temperature high,FC-CLG-11,engine_cooling,dusty,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,6.16,175.16,2023-11-10 16:33:41
RO000550,VAN-C,7.2,20675,Coolant temperature high,FC-CLG-11,engine_cooling,normal,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,4.63,239.09,2024-08-18 22:45:30
RO000551,SUV-X,8.3,12923,Unexpected power cut,FC-ELC-22,electrical_power,dusty,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,6.98,158.36,2024-10-31 00:57:21
RO000552,COUPE-R,8.7,7516,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,dusty,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,7.67,205.25,2025-05-23 10:24:03
RO000553,TRUCK-T2,4.6,21464,Torque transfer delay,FC-DRV-19,drivetrain,normal,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,6.23,185.36,2023-02-13 17:23:44
RO000554,TRUCK-T2,12.9,13212,Accessory drive noise,FC-ACC-09,conveyor_like_accessory,normal,Observed: Accessory drive noise. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,4.8,318.61,2025-10-24 04:48:51
RO000555,SUV-X,6.4,12574,Brake pedal spongy,FC-HYD-04,hydraulic_brake,normal,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,7.1,128.3,2025-04-16 09:38:01
RO000556,VAN-C,0.8,6570,Air regulation unstable,FC-PNE-07,pneumatic_intake,city_stopgo,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,3.36,404.15,2024-08-29 07:28:05
RO000557,SUV-Z,9.8,28684,Intermittent electrical fault,FC-ELC-22,electrical_power,high_humidity,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,5.29,271.92,2024-02-16 21:41:55
RO000558,SEDAN-B,5.9,15560,Control unit reset observed,FC-ELC-22,electrical_power,city_stopgo,Observed: Control unit reset observed. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,7.82,122.12,2024-06-07 06:13:59
RO000559,TRUCK-T1,3.3,16906,Unexpected power cut,FC-ELC-22,electrical_power,dusty,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,7.45,119.19,2025-10-27 15:27:30
RO000560,SEDAN-A,8.3,16516,Drive transfer slip,FC-DRV-19,drivetrain,highway_longhaul,Observed: Drive transfer slip. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,7.5,314.89,2025-12-28 14:06:15
RO000561,SEDAN-A,0.2,20423,Unexpected power cut,FC-ELC-22,electrical_power,city_stopgo,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,4.19,122.12,2023-11-08 16:42:02
RO000562,VAN-C,0.2,19089,Coolant temperature high,FC-CLG-11,engine_cooling,high_humidity,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,8.25,239.09,2024-03-21 21:47:53
RO000563,COUPE-R,6.0,22622,Radiator efficiency low,FC-CLG-11,engine_cooling,dusty,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,8.72,276.8,2025-05-19 15:47:20
RO000564,SUV-X,11.1,28119,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,highway_longhaul,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,6.98,156.78,2023-03-07 14:32:12
RO000565,VAN-C,6.8,2184,Intermittent electrical fault,FC-ELC-22,electrical_power,high_humidity,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,5.01,155.43,2025-11-09 09:44:59
RO000566,TRUCK-T1,3.5,32367,Line speed not maintained,FC-ACC-09,conveyor_like_accessory,dusty,Observed: Line speed not maintained. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,5.15,318.61,2023-05-21 04:43:07
RO000567,TRUCK-T1,6.9,19411,Coolant temperature high,FC-CLG-11,engine_cooling,dusty,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,5.59,175.16,2024-09-26 09:20:39
RO000568,SUV-Z,12.4,10018,Air regulation unstable,FC-PNE-07,pneumatic_intake,high_humidity,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,5.89,286.21,2026-05-03 07:49:33
RO000569,SUV-Z,3.9,4439,Intermittent electrical fault,FC-ELC-22,electrical_power,high_humidity,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,4.28,158.36,2025-05-08 15:11:23
RO000570,VAN-C,6.4,11565,Intake actuator delayed,FC-PNE-07,pneumatic_intake,high_humidity,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,4.12,186.42,2024-04-12 09:55:24
RO000571,TRUCK-T2,1.6,14335,Line speed not maintained,FC-ACC-09,conveyor_like_accessory,highway_longhaul,Observed: Line speed not maintained. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,2.49,419.25,2024-09-23 03:32:41
RO000572,SUV-X,9.2,15659,Intake actuator delayed,FC-PNE-07,pneumatic_intake,highway_longhaul,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,2.58,198.9,2024-02-10 09:40:10
RO000573,COUPE-R,5.4,8982,Intermittent electrical fault,FC-ELC-22,electrical_power,highway_longhaul,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,6.14,122.12,2023-07-31 09:53:09
RO000574,SUV-X,11.2,100,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,city_stopgo,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,5.73,167.03,2025-12-01 06:44:20
RO000575,TRUCK-T2,5.9,20370,Coolant leak suspected,FC-CLG-11,engine_cooling,high_humidity,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,5.93,350.32,2023-11-05 14:43:13
RO000576,SUV-Z,3.9,12447,Brake pressure drop,FC-HYD-04,hydraulic_brake,normal,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,3.91,128.3,2024-12-19 08:26:57
RO000577,TRUCK-T2,10.3,15170,Brake pressure drop,FC-HYD-04,hydraulic_brake,high_temp,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,9.3,128.3,2025-05-31 04:20:53
RO000578,SUV-Z,6.3,9332,Brake pressure drop,FC-HYD-04,hydraulic_brake,high_humidity,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,2.47,339.16,2024-03-23 08:00:01
RO000579,SUV-Z,0.2,2326,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,dusty,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,6.03,167.03,2023-10-08 04:40:34
RO000580,SEDAN-B,8.3,2350,Unexpected power cut,FC-ELC-22,electrical_power,normal,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,7.29,158.36,2024-12-29 09:10:24
RO000581,SEDAN-B,4.8,16174,Unexpected power cut,FC-ELC-22,electrical_power,normal,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,8.72,333.6,2025-05-15 06:27:51
RO000582,SEDAN-A,9.6,12851,Line speed not maintained,FC-ACC-09,conveyor_like_accessory,normal,Observed: Line speed not maintained. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,3.72,206.2,2024-01-30 01:00:50
RO000583,TRUCK-T1,0.2,9246,Coolant temperature high,FC-CLG-11,engine_cooling,high_temp,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,5.08,274.79,2025-02-21 13:02:20
RO000584,SEDAN-B,3.0,13949,Air regulation unstable,FC-PNE-07,pneumatic_intake,high_humidity,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,5.65,286.21,2023-03-10 14:29:04
RO000585,TRUCK-T2,5.7,9799,Torque transfer delay,FC-DRV-19,drivetrain,dusty,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,5.84,223.77,2023-09-14 07:02:33
RO000586,COUPE-R,8.0,6276,Brake pressure drop,FC-HYD-04,hydraulic_brake,high_humidity,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,8.32,339.16,2023-09-12 01:46:14
RO000587,COUPE-R,6.2,15150,Air regulation unstable,FC-PNE-07,pneumatic_intake,normal,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,6.92,205.25,2026-01-23 02:44:43
RO000588,SEDAN-A,7.3,22625,Intermittent electrical fault,FC-ELC-22,electrical_power,city_stopgo,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,6.07,155.43,2026-04-06 06:09:06
RO000589,TRUCK-T1,4.4,17892,Drive transfer slip,FC-DRV-19,drivetrain,highway_longhaul,Observed: Drive transfer slip. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,3.21,223.77,2025-11-23 08:04:35
RO000590,COUPE-R,6.9,14734,Driveline vibration under load,FC-DRV-19,drivetrain,dusty,Observed: Driveline vibration under load. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,5.08,271.55,2025-09-03 02:50:13
RO000591,SUV-X,6.1,100,Control unit reset observed,FC-ELC-22,electrical_power,high_temp,Observed: Control unit reset observed. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,4.4,179.76,2023-03-17 15:00:20
RO000592,SUV-X,6.8,16278,Radiator efficiency low,FC-CLG-11,engine_cooling,high_temp,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,3.44,406.88,2026-04-12 12:23:44
RO000593,SUV-X,10.9,8070,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,high_humidity,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,7.44,128.3,2025-10-30 20:23:42
RO000594,VAN-C,8.0,9830,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,normal,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,9.05,115.39,2026-03-21 04:00:55
RO000595,SUV-Z,2.3,22353,Air regulation unstable,FC-PNE-07,pneumatic_intake,highway_longhaul,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,7.5,286.21,2025-12-02 00:45:08
RO000596,TRUCK-T1,4.2,26139,Coolant temperature high,FC-CLG-11,engine_cooling,high_temp,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,5.0,274.79,2025-03-23 14:17:07
RO000597,TRUCK-T1,7.5,17082,Brake pedal spongy,FC-HYD-04,hydraulic_brake,high_humidity,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,5.23,135.6,2024-01-31 21:52:37
RO000598,SEDAN-A,9.3,21347,Torque transfer delay,FC-DRV-19,drivetrain,normal,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,2.0,237.37,2024-10-08 14:58:58
RO000599,TRUCK-T1,11.1,1700,Coolant temperature high,FC-CLG-11,engine_cooling,highway_longhaul,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,7.57,653.44,2023-06-15 04:17:39
RO000600,TRUCK-T2,10.4,6272,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,highway_longhaul,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,4.68,205.25,2025-11-12 17:12:06
RO000601,SEDAN-A,2.6,13280,Intermittent electrical fault,FC-ELC-22,electrical_power,high_temp,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,4.88,119.19,2025-01-17 09:20:56
RO000602,SEDAN-A,9.2,25482,Radiator efficiency low,FC-CLG-11,engine_cooling,normal,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,8.29,241.1,2023-09-16 00:51:41
RO000603,SEDAN-A,4.5,13326,Brake pedal spongy,FC-HYD-04,hydraulic_brake,high_humidity,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,2.13,128.3,2023-01-13 05:34:28
RO000604,TRUCK-T1,3.7,22718,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,normal,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,8.73,124.29,2025-01-27 07:11:14
RO000605,SEDAN-B,2.2,10260,Air regulation unstable,FC-PNE-07,pneumatic_intake,high_humidity,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,5.45,198.9,2025-10-04 02:23:11
RO000606,SUV-Z,7.5,8523,Coolant leak suspected,FC-CLG-11,engine_cooling,dusty,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,6.35,239.09,2024-06-18 03:33:35
RO000607,TRUCK-T2,4.8,14884,Unexpected power cut,FC-ELC-22,electrical_power,dusty,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,6.59,172.39,2026-05-27 09:01:46
RO000608,VAN-C,6.5,11508,Intermittent electrical fault,FC-ELC-22,electrical_power,dusty,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,5.28,256.28,2024-04-16 16:57:47
RO000609,SEDAN-A,6.2,12039,Coolant leak suspected,FC-CLG-11,engine_cooling,normal,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,4.98,383.8,2024-06-08 15:39:51
RO000610,TRUCK-T1,12.1,19487,Drive transfer slip,FC-DRV-19,drivetrain,high_temp,Observed: Drive transfer slip. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,4.91,271.55,2025-12-08 02:07:09
RO000611,SEDAN-B,8.9,12329,Line speed not maintained,FC-ACC-09,conveyor_like_accessory,city_stopgo,Observed: Line speed not maintained. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,7.85,279.9,2023-03-07 04:44:02
RO000612,TRUCK-T2,7.8,14141,Drive transfer slip,FC-DRV-19,drivetrain,high_humidity,Observed: Drive transfer slip. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,6.4,189.59,2026-06-26 12:31:39
RO000613,TRUCK-T2,1.0,5985,Torque transfer delay,FC-DRV-19,drivetrain,high_humidity,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,3.11,189.59,2025-02-23 12:36:43
RO000614,VAN-C,7.0,28860,Control unit reset observed,FC-ELC-22,electrical_power,high_temp,Observed: Control unit reset observed. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,9.96,209.72,2023-08-03 08:48:05
RO000615,COUPE-R,8.7,19006,Intermittent electrical fault,FC-ELC-22,electrical_power,high_temp,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,1.9,203.04,2026-04-11 09:20:33
RO000616,SEDAN-A,4.6,8697,Torque transfer delay,FC-DRV-19,drivetrain,dusty,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,4.26,447.54,2026-03-25 08:44:37
RO000617,TRUCK-T1,5.9,11223,Driveline vibration under load,FC-DRV-19,drivetrain,dusty,Observed: Driveline vibration under load. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,1.54,181.54,2024-09-16 11:45:04
RO000618,VAN-C,9.1,6418,Line speed not maintained,FC-ACC-09,conveyor_like_accessory,dusty,Observed: Line speed not maintained. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,5.98,318.61,2025-09-27 05:33:43
RO000619,TRUCK-T1,13.8,7644,Brake pressure drop,FC-HYD-04,hydraulic_brake,normal,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,0.5,115.39,2023-02-27 10:20:52
RO000620,SUV-X,5.5,23807,Brake pedal spongy,FC-HYD-04,hydraulic_brake,normal,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,9.42,102.65,2023-02-13 07:51:36
RO000621,SEDAN-B,2.2,18973,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,highway_longhaul,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,4.57,286.21,2023-04-04 02:56:20
RO000622,COUPE-R,6.1,36154,Intake actuator delayed,FC-PNE-07,pneumatic_intake,high_humidity,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,2.49,205.25,2024-01-02 18:20:46
RO000623,VAN-C,7.4,18741,Control unit reset observed,FC-ELC-22,electrical_power,city_stopgo,Observed: Control unit reset observed. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,7.67,166.8,2026-02-19 16:27:08
RO000624,SEDAN-B,6.8,17464,Air regulation unstable,FC-PNE-07,pneumatic_intake,normal,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,4.72,198.9,2023-04-07 14:44:53
RO000625,TRUCK-T1,7.4,12254,Air regulation unstable,FC-PNE-07,pneumatic_intake,city_stopgo,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,6.74,198.9,2025-02-13 21:37:47
RO000626,COUPE-R,5.2,18016,Coolant leak suspected,FC-CLG-11,engine_cooling,high_temp,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,5.44,239.09,2025-12-30 10:35:02
RO000627,SEDAN-B,10.4,14588,Accessory drive noise,FC-ACC-09,conveyor_like_accessory,city_stopgo,Observed: Accessory drive noise. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,1.95,224.07,2024-09-26 18:27:09
RO000628,TRUCK-T1,10.9,7754,Brake pedal spongy,FC-HYD-04,hydraulic_brake,high_humidity,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,4.19,230.95,2025-01-24 20:37:02
RO000629,COUPE-R,4.4,25995,Torque transfer delay,FC-DRV-19,drivetrain,city_stopgo,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,1.23,185.36,2024-04-26 02:31:22
RO000630,COUPE-R,17.5,23448,Coolant temperature high,FC-CLG-11,engine_cooling,dusty,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,5.95,274.79,2025-11-02 11:47:32
RO000631,VAN-C,6.3,17284,Brake pressure drop,FC-HYD-04,hydraulic_brake,high_humidity,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,6.54,219.12,2025-04-20 09:44:06
RO000632,TRUCK-T1,8.8,19444,Control unit reset observed,FC-ELC-22,electrical_power,city_stopgo,Observed: Control unit reset observed. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,5.68,292.52,2025-09-29 05:17:46
RO000633,SEDAN-A,5.8,13789,Control unit reset observed,FC-ELC-22,electrical_power,normal,Observed: Control unit reset observed. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,5.11,208.63,2025-10-19 13:30:11
RO000634,TRUCK-T2,10.5,19748,Intake actuator delayed,FC-PNE-07,pneumatic_intake,dusty,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,0.5,124.29,2025-07-03 19:31:24
RO000635,VAN-C,8.8,16557,Torque transfer delay,FC-DRV-19,drivetrain,high_humidity,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,5.46,223.77,2023-05-22 09:39:40
RO000636,SUV-X,5.1,23992,Brake pedal spongy,FC-HYD-04,hydraulic_brake,normal,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,7.4,102.65,2025-08-12 13:18:15
RO000637,SEDAN-B,3.8,18256,Brake pedal spongy,FC-HYD-04,hydraulic_brake,normal,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,3.56,128.3,2023-11-11 15:57:50
RO000638,SEDAN-A,1.7,9986,Accessory drive noise,FC-ACC-09,conveyor_like_accessory,high_humidity,Observed: Accessory drive noise. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,7.22,206.2,2024-12-23 01:52:38
RO000639,SUV-X,9.8,19104,Intermittent electrical fault,FC-ELC-22,electrical_power,high_humidity,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,6.95,242.1,2025-06-01 17:43:58
RO000640,COUPE-R,8.3,9868,Intake actuator delayed,FC-PNE-07,pneumatic_intake,city_stopgo,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,6.36,198.9,2024-03-25 08:00:04
RO000641,SUV-Z,9.3,21034,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,city_stopgo,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,7.88,128.3,2025-03-03 18:25:21
RO000642,VAN-C,9.0,17811,Unexpected power cut,FC-ELC-22,electrical_power,high_temp,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,7.64,196.51,2025-08-06 07:03:02
RO000643,TRUCK-T2,6.4,7945,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,high_humidity,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,5.17,135.6,2023-11-24 04:37:40
RO000644,SUV-X,3.9,9598,Intake actuator delayed,FC-PNE-07,pneumatic_intake,dusty,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,5.21,286.21,2025-05-13 09:22:38
RO000645,TRUCK-T2,3.7,12536,Intake actuator delayed,FC-PNE-07,pneumatic_intake,dusty,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,1.71,267.41,2025-07-23 02:29:39
RO000646,TRUCK-T2,7.2,15009,Radiator efficiency low,FC-CLG-11,engine_cooling,high_temp,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,3.87,264.12,2023-05-20 18:11:41
RO000647,SUV-Z,8.8,22500,Radiator efficiency low,FC-CLG-11,engine_cooling,normal,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,2.28,241.1,2023-11-01 14:38:43
