ro_id,machine_model,machine_age_years,operating_hours,symptom_text,failure_code,subsystem,environment,technician_notes,downtime_hours,estimated_total_parts_cost,created_at,label_all_part_ids,label_all_part_types,split
RO004097,CNC-4020,12.9,27754,Heat exchanger inefficiency warning,FC-CLG-11,cooling,24x7_duty,Observed: Heat exchanger inefficiency warning. Inspected cooling subsystem. Replaced primary component and verified normal operation.,7.7,199.87,2025-02-01T17:43:09,P-1055|P-1193,coolant_filter|fan,train
RO004098,MILL-5AX,9.7,21460,Coolant temperature high,FC-CLG-11,cooling,high_temp,Observed: Coolant temperature high. Inspected cooling subsystem. Replaced primary component and verified normal operation.,7.89,314.37,2023-01-21T07:58:06,P-1002|P-1056|P-1293,coolant_pump|fan|fluid_filter,train
RO004099,CONV-X350,7.0,17863,Pneumatic valve not switching,FC-PNE-07,pneumatic,normal,Observed: Pneumatic valve not switching. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,4.17,635.72,2024-09-28T17:10:21,P-1113|P-1185|P-1187|P-1302,air_line|chain_lube|frl_unit|solenoid_valve,train
RO004100,PACK-900,5.9,13556,Conveyor slipping under load,FC-CON-09,conveyor,high_humidity,Observed: Conveyor slipping under load. Inspected conveyor subsystem. Replaced primary component and verified normal operation.,4.54,54.45,2025-12-03T23:40:42,P-1068|P-1305,belt|chain_lube,val
RO004101,CONV-X350,5.7,12959,Conveyor slipping under load,FC-CON-09,conveyor,24x7_duty,,4.99,517.62,2023-10-26T19:55:50,P-1112|P-1238|P-1346,chain_lube|idler_roller|tensioner,train
RO004102,CONV-X350,0.2,1342,Line speed not maintained,FC-CON-09,conveyor,high_humidity,,5.11,83.99,2023-10-11T04:10:59,P-1203,idler_roller,train
RO004103,MILL-5AX,11.4,22855,Unexpected motor stop fault,FC-ELC-22,electrical,high_temp,Observed: Unexpected motor stop fault. Inspected electrical subsystem. Replaced primary component and verified normal operation.,2.71,506.25,2024-04-29T20:23:02,P-1031|P-1125,contactor|fuse,train
RO004104,CONV-X200,7.6,15436,Actuator response delayed,FC-PNE-07,pneumatic,dusty,Observed: Actuator response delayed. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,2.37,246.33,2025-05-27T02:09:21,P-1302|P-1311,frl_unit|solenoid_valve,train
RO004105,CNC-5100,5.8,12112,Abnormal spindle temperature alarm,FC-SPN-17,spindle,high_temp,Observed: Abnormal spindle temperature alarm. Inspected spindle subsystem. Replaced primary component and verified normal operation.,5.69,388.35,2025-03-21T22:07:24,P-1238|P-1242|P-1309,chain_lube|high_temp_grease|shaft_seal,train
RO004106,MILL-5AX,3.9,8361,Thermal trip during long cycle,FC-SPN-17,spindle,dusty,Observed: Thermal trip during long cycle. Inspected spindle subsystem. Replaced primary component and verified normal operation.,4.44,224.92,2023-10-13T18:46:28,P-1194|P-1228,high_temp_grease|shaft_seal,train
RO004107,CNC-4020,2.6,5848,Spindle overheating at high RPM,FC-SPN-17,spindle,24x7_duty,Observed: Spindle overheating at high RPM. Inspected spindle subsystem. Replaced primary component and verified normal operation.,8.81,358.27,2024-03-14T15:33:20,P-1083|P-1104,high_temp_grease,train
RO004108,HYD-Press-880,9.2,22440,Hydraulic pressure drops after 20 min,FC-HYD-04,hydraulic,high_humidity,Observed: Hydraulic pressure drops after 20 min. Inspected hydraulic subsystem. Replaced primary component and verified normal operation.,5.46,241.92,2025-05-01T17:23:00,P-1070|P-1086|P-1290,fuse|hydraulic_hose|pressure_valve,train
RO004109,MILL-3AX,2.8,6179,Heat exchanger inefficiency warning,FC-CLG-11,cooling,24x7_duty,Observed: Heat exchanger inefficiency warning. Inspected cooling subsystem. Replaced primary component and verified normal operation.,6.08,172.35,2024-12-21T21:15:38,P-1306,coolant_pump,train
RO004110,HYD-Press-940,8.9,17160,Hydraulic pressure drops after 20 min,FC-HYD-04,hydraulic,dusty,Observed: Hydraulic pressure drops after 20 min. Inspected hydraulic subsystem. Replaced primary component and verified normal operation.,7.76,269.54,2023-03-01T22:03:18,P-1070|P-1300,fluid_filter|pressure_valve,train
RO004111,MILL-5AX,6.8,16359,Spindle overheating at high RPM,FC-SPN-17,spindle,normal,Observed: Spindle overheating at high RPM. Inspected spindle subsystem. Replaced primary component and verified normal operation.,5.49,504.02,2026-04-01T16:20:00,P-1006|P-1033|P-1187,bearing_set|chain_lube|shaft_seal,test
RO004112,CNC-5100,2.4,6802,Intermittent sensor fault,FC-ELC-22,electrical,high_humidity,Observed: Intermittent sensor fault. Inspected electrical subsystem. Replaced primary component and verified normal operation.,3.36,482.81,2024-08-04T02:44:56,P-1144|P-1219|P-1320,fuse|relay|wiring_harness,train
RO004113,CONV-X350,3.3,6057,Conveyor slipping under load,FC-CON-09,conveyor,normal,Observed: Conveyor slipping under load. Inspected conveyor subsystem. Replaced primary component and verified normal operation.,4.8,556.04,2024-03-11T04:44:54,P-1011|P-1083|P-1115|P-1263,chain_lube|drive_chain|high_temp_grease|idler_roller,train
RO004114,MILL-3AX,7.6,17623,Thermal trip during long cycle,FC-SPN-17,spindle,dusty,Observed: Thermal trip during long cycle. Inspected spindle subsystem. Replaced primary component and verified normal operation.,5.59,451.29,2025-12-30T07:31:21,P-1002|P-1032|P-1033,bearing_set|fluid_filter|shaft_seal,val
RO004115,HYD-Press-940,11.3,24659,Pressure unstable during press cycle,FC-HYD-04,hydraulic,high_humidity,Observed: Pressure unstable during press cycle. Inspected hydraulic subsystem. Replaced primary component and verified normal operation.,4.92,242.32,2025-01-21T02:33:37,P-1094|P-1300,fluid_filter|seal_kit,train
RO004116,CONV-X200,7.3,17148,Air pressure fluctuation in line,FC-PNE-07,pneumatic,normal,Observed: Air pressure fluctuation in line. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,3.92,331.4,2024-09-11T19:57:13,P-1171|P-1231,air_line|frl_unit,train
RO004117,HYD-Press-880,5.7,9023,Pressure unstable during press cycle,,hydraulic,high_temp,Observed: Pressure unstable during press cycle. Inspected hydraulic subsystem. Replaced primary component and verified normal operation.,6.71,332.84,2026-03-21T22:25:14,P-1077|P-1223|P-1238,chain_lube|fluid_filter|hydraulic_hose,test
RO004118,PACK-700,5.3,10473,Conveyor slipping under load,FC-CON-09,conveyor,high_temp,Observed: Conveyor slipping under load. Inspected conveyor subsystem. Replaced primary component and verified normal operation.,5.4,701.3,2025-11-24T19:33:13,P-1168|P-1226|P-1297,chain_lube|idler_roller,val
RO004119,MILL-5AX,6.0,15687,Spindle overheating at high RPM,FC-SPN-17,spindle,high_humidity,Observed: Spindle overheating at high RPM. Inspected spindle subsystem. Replaced primary component and verified normal operation.,5.82,1240.71,2024-08-18T17:25:20,P-1083|P-1107|P-1280,high_temp_grease|shaft_seal,train
RO004120,HYD-Press-940,10.6,23706,Hydraulic force below setpoint,FC-HYD-04,hydraulic,24x7_duty,Observed: Hydraulic force below setpoint. Inspected hydraulic subsystem. Replaced primary component and verified normal operation.,9.14,297.32,2026-04-07T11:29:24,P-1041|P-1290|P-1300,fluid_filter|hydraulic_hose|pressure_valve,test
RO004121,PACK-900,5.0,8568,Intermittent conveyor jerk,FC-CON-09,conveyor,dusty,Observed: Intermittent conveyor jerk. Inspected conveyor subsystem. Replaced primary component and verified normal operation.,4.03,446.67,2025-05-25T14:28:07,P-1208|P-1278|P-1303,chain_lube|drive_chain|fuse,train
RO004122,CNC-4020,12.1,25794,Spindle overheating at high RPM,FC-SPN-17,spindle,24x7_duty,Observed: Spindle overheating at high RPM. Inspected spindle subsystem. Replaced primary component and verified normal operation.,7.14,550.56,2025-04-06T10:24:51,P-1004|P-1069|P-1142,high_temp_grease|shaft_seal|spindle_motor,train
RO004123,PACK-900,6.5,17482,Line speed not maintained,FC-CON-09,conveyor,24x7_duty,Observed: Line speed not maintained. Inspected conveyor subsystem. Replaced primary component and verified normal operation.,5.69,466.93,2025-03-23T10:03:03,P-1186|P-1226,drive_chain|idler_roller,train
RO004124,CNC-4020,10.6,19755,Unexpected motor stop fault,FC-ELC-22,electrical,high_temp,Observed: Unexpected motor stop fault. Inspected electrical subsystem. Replaced primary component and verified normal operation.,2.29,135.13,2025-10-16T03:55:08,P-1320|P-1325,relay,val
RO004125,MILL-3AX,4.6,12164,Insufficient coolant flow alarm,FC-CLG-11,cooling,high_temp,Observed: Insufficient coolant flow alarm. Inspected cooling subsystem. Replaced primary component and verified normal operation.,6.03,182.97,2025-07-23T11:51:28,P-1088|P-1314,fluid_filter|thermostat,train
RO004126,CNC-5100,10.2,19063,Insufficient coolant flow alarm,FC-CLG-11,cooling,normal,Observed: Insufficient coolant flow alarm. Inspected cooling subsystem. Replaced primary component and verified normal operation.,5.81,174.29,2024-04-22T12:06:48,P-1265|P-1347,coolant_filter|thermostat,train
RO004127,MILL-5AX,9.0,18136,Thermal trip during long cycle,FC-SPN-17,spindle,high_temp,Observed: Thermal trip during long cycle. Inspected spindle subsystem. Replaced primary component and verified normal operation.,6.57,164.56,2025-07-29T22:31:09,P-1148|P-1273|P-1335,high_temp_grease|shaft_seal,train
RO004128,PACK-700,4.3,9286,Conveyor slipping under load,FC-CON-09,conveyor,high_temp,Observed: Conveyor slipping under load. Inspected conveyor subsystem. Replaced primary component and verified normal operation.,5.42,474.07,2024-06-06T01:52:16,P-1187|P-1226|P-1305,belt|chain_lube|idler_roller,train
RO004129,MILL-3AX,11.2,22949,Abnormal spindle temperature alarm,FC-SPN-17,spindle,24x7_duty,Observed: Abnormal spindle temperature alarm. Inspected spindle subsystem. Replaced primary component and verified normal operation.,7.5,197.07,2024-01-04T04:48:30,P-1083,high_temp_grease,train
RO004130,MILL-3AX,3.7,9519,Thermal trip during long cycle,FC-SPN-17,spindle,high_humidity,Observed: Thermal trip during long cycle. Inspected spindle subsystem. Replaced primary component and verified normal operation.,4.33,454.69,2024-03-18T04:18:04,P-1107|P-1205|P-1309,high_temp_grease|shaft_seal,train
RO004131,HYD-Press-940,7.5,14293,Hydraulic pressure drops after 20 min,FC-HYD-04,hydraulic,high_temp,Observed: Hydraulic pressure drops after 20 min. Inspected hydraulic subsystem. Replaced primary component and verified normal operation.,7.43,333.87,2026-06-21T07:04:20,P-1285|P-1328,fuse|hydraulic_hose,test
RO004132,PACK-700,10.5,22179,Pneumatic valve not switching,FC-PNE-07,pneumatic,high_humidity,Observed: Pneumatic valve not switching. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,4.35,377.22,2025-10-29T17:03:33,P-1177,air_line,val
RO004133,MILL-3AX,4.3,9257,Coolant temperature high,FC-CLG-11,cooling,high_humidity,Observed: Coolant temperature high. Inspected cooling subsystem. Replaced primary component and verified normal operation.,2.61,296.93,2024-04-22T04:36:03,P-1016|P-1025|P-1228,coolant_filter|high_temp_grease|radiator_core,train
RO004134,HYD-Press-940,9.1,19272,Hydraulic pressure drops after 20 min,FC-HYD-04,hydraulic,24x7_duty,Observed: Hydraulic pressure drops after 20 min. Inspected hydraulic subsystem. Replaced primary component and verified normal operation.,7.05,16.0,2025-01-07T12:03:40,P-1201|P-1222,fluid_filter|hydraulic_hose,train
RO004135,MILL-5AX,7.2,12299,Thermal trip during long cycle,FC-SPN-17,spindle,dusty,Observed: Thermal trip during long cycle. Inspected spindle subsystem. Replaced primary component and verified normal operation.,5.31,401.39,2023-09-17T15:23:06,P-1072|P-1083|P-1107,fuse|high_temp_grease,train
RO004136,PACK-700,7.4,15992,Air pressure fluctuation in line,FC-PNE-07,pneumatic,high_temp,,6.3,195.22,2025-03-31T18:31:23,P-1191|P-1307,frl_unit,train
RO004137,PACK-900,10.8,24011,Air pressure fluctuation in line,FC-PNE-07,pneumatic,high_temp,Observed: Air pressure fluctuation in line. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,3.14,308.9,2025-06-23T19:31:25,P-1040|P-1171,air_regulator|frl_unit,train
RO004138,MILL-3AX,5.5,13284,Spindle overheating at high RPM,FC-SPN-17,spindle,high_temp,Observed: Spindle overheating at high RPM. Inspected spindle subsystem. Replaced primary component and verified normal operation.,6.71,503.96,2024-06-29T12:51:01,P-1148|P-1215|P-1221,high_temp_grease|shaft_seal,train
RO004139,CNC-5100,10.8,23883,Coolant temperature high,,cooling,normal,Observed: Coolant temperature high. Inspected cooling subsystem. Replaced primary component and verified normal operation.,5.3,363.96,2023-12-02T20:14:08,P-1042|P-1296,coolant_filter|fan,train
RO004140,HYD-Press-940,11.9,24206,Pressure unstable during press cycle,FC-HYD-04,hydraulic,24x7_duty,Observed: Pressure unstable during press cycle. Inspected hydraulic subsystem. Replaced primary component and verified normal operation.,10.74,227.69,2024-10-20T04:44:17,P-1316|P-1336,fluid_filter|pump,train
RO004141,HYD-Press-880,9.3,26283,Pressure unstable during press cycle,FC-HYD-04,hydraulic,24x7_duty,Observed: Pressure unstable during press cycle. Inspected hydraulic subsystem. Replaced primary component and verified normal operation.,8.38,284.86,2024-05-15T03:44:55,P-1211,pressure_valve,train
RO004142,MILL-3AX,11.9,26420,Unexpected motor stop fault,FC-ELC-22,electrical,high_temp,,3.95,383.31,2024-03-14T00:25:15,P-1046,fuse,train
RO004143,PACK-700,7.9,17605,Actuator response delayed,FC-PNE-07,pneumatic,dusty,Observed: Actuator response delayed. Inspected pneumatic subsystem. rplcd primary component and verified normal operation.,2.43,452.4,2024-05-26T14:38:37,P-1075|P-1143,air_regulator|frl_unit,train
RO004144,CNC-4020,6.6,15072,Unexpected motor stop fault,FC-ELC-22,electrical,normal,Observed: Unexpected motor stop fault. Inspected electrical subsystem. Replaced primary component and verified normal operation.,2.79,160.4,2024-01-23T18:54:03,P-1122,wiring_harness,train
RO004145,CONV-X350,8.6,18387,Intermittent conveyor jerk,FC-CON-09,conveyor,normal,Observed: Intermittent conveyor jerk. Inspected conveyor subsystem. Replaced primary component and verified normal operation.,4.77,348.9,2025-05-03T05:01:36,P-1158|P-1315,idler_roller|tensioner,train
RO004146,MILL-3AX,8.0,18412,Thermal trip during long cycle,FC-SPN-17,spindle,24x7_duty,,5.11,216.1,2024-01-01T13:09:31,P-1283,bearing_set,train
RO004147,MILL-5AX,10.3,21101,Insufficient coolant flow alarm,FC-CLG-11,cooling,high_humidity,Observed: Insufficient coolant flow alarm. Inspected cooling subsystem. Replaced primary component and verified normal operation.,4.9,135.92,2023-10-05T01:39:22,P-1139,coolant_pump,train
RO004148,HYD-Press-940,5.1,11348,Intermittent sensor fault,FC-ELC-22,electrical,high_temp,Observed: Intermittent sensor fault. Inspected electrical subsystem. Replaced primary component and verified normal operation.,3.3,452.84,2024-01-10T13:31:42,P-1078|P-1272|P-1278,fuse|relay|sensor_prox,train
RO004149,CONV-X200,9.0,19878,Actuator response delayed,FC-PNE-07,pneumatic,high_temp,Observed: Actuator response delayed. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,3.58,526.8,2023-08-21T20:21:34,P-1307|P-1334,frl_unit|solenoid_valve,train
RO004150,CNC-5100,1.6,5111,Insufficient coolant flow alarm,FC-CLG-11,cooling,24x7_duty,Observed: Insufficient coolant flow alarm. Inspected cooling subsystem. Replaced primary component and verified normal operation.,5.62,330.42,2025-08-28T21:16:27,P-1135|P-1193|P-1288,coolant_filter|fan|thermostat,train
RO004151,HYD-Press-880,9.8,21226,Hydraulic force below setpoint,FC-HYD-04,hydraulic,dusty,Observed: Hydraulic force below setpoint. Inspected hydraulic subsystem. Replaced primary component and verified normal operation.,8.0,290.21,2024-08-01T12:36:58,P-1109|P-1155|P-1244,fluid_filter|hydraulic_hose|pressure_valve,train
RO004152,CONV-X350,5.0,9659,Intermittent sensor fault,FC-ELC-22,electrical,dusty,Observed: Intermittent sensor fault. Inspected electrical subsystem. Replaced primary component and verified normal operation.,2.99,674.67,2026-03-07T13:24:59,P-1027|P-1234|P-1312,fuse|relay,test
RO004153,CNC-4020,9.8,21065,Thermal trip during long cycle,FC-SPN-17,spindle,dusty,Observed: Thermal trip during long cycle. Inspected spindle subsystem. Replaced primary component and verified normal operation.,6.98,297.95,2026-05-24T09:03:32,P-1083|P-1257,bearing_set|high_temp_grease,test
RO004154,MILL-5AX,7.7,16985,Heat exchanger inefficiency warning,FC-CLG-11,cooling,dusty,Observed: Heat exchanger inefficiency warning. Inspected cooling subsystem. Replaced primary component and verified normal operation.,5.7,399.48,2024-09-19T04:48:14,P-1013|P-1042|P-1135,coolant_filter|fan|thermostat,train
RO004155,PACK-700,4.8,10739,Air pressure fluctuation in line,FC-PNE-07,pneumatic,dusty,Observed: Air pressure fluctuation in line. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,4.13,259.41,2024-11-04T14:58:32,P-1108|P-1307|P-1343,air_line|frl_unit|fuse,train
RO004156,MILL-5AX,2.1,5098,Insufficient coolant flow alarm,FC-CLG-11,cooling,24x7_duty,Observed: Insufficient coolant flow alarm. Inspected cooling subsystem. Replaced primary component and verified normal operation.,6.57,445.21,2023-09-30T23:28:18,P-1076|P-1111,chain_lube|radiator_core,train
RO004157,CONV-X200,5.9,11026,Intermittent conveyor jerk,FC-CON-09,conveyor,high_temp,Observed: Intermittent conveyor jerk. Inspected conveyor subsystem. Replaced primary component and verified normal operation.,4.93,395.82,2025-12-27T09:48:07,P-1166|P-1178|P-1297,chain_lube|idler_roller|tensioner,val
RO004158,HYD-Press-940,7.5,19240,Hydraulic pressure drops after 20 min,FC-HYD-04,hydraulic,normal,Observed: Hydraulic pressure drops after 20 min. Inspected hydraulic subsystem. Replaced primary component and verified normal operation.,6.93,527.54,2023-01-20T04:58:49,P-1007|P-1127|P-1299,fluid_filter|hydraulic_hose|pressure_valve,train
RO004159,CNC-5100,4.2,7460,Heat exchanger inefficiency warning,FC-CLG-11,cooling,24x7_duty,Observed: Heat exchanger inefficiency warning. Inspected cooling subsystem. Replaced primary component and verified normal operation.,6.19,84.8,2025-04-25T05:00:21,P-1135,fan,train
RO004160,PACK-900,8.1,17715,Pneumatic valve not switching,FC-PNE-07,pneumatic,24x7_duty,Observed: Pneumatic valve not switching. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,3.86,264.94,2023-12-03T01:15:50,P-1097|P-1185,air_line,train
RO004161,MILL-5AX,8.3,18931,Heat exchanger inefficiency warning,FC-CLG-11,cooling,high_humidity,Observed: Heat exchanger inefficiency warning. Inspected cooling subsystem. Replaced primary component and verified normal operation.,2.87,153.51,2023-01-12T15:34:10,P-1016|P-1103,coolant_filter|radiator_core,train
RO004162,PACK-700,10.7,25850,Control cabinet overheating trip,FC-ELC-22,electrical,dusty,Observed: Control cabinet overheating trip. Inspected electrical subsystem. Replaced primary component and verified normal operation.,5.77,103.9,2025-08-22T00:18:47,P-1031|P-1343,contactor|fuse,train
RO004163,MILL-3AX,11.8,28520,Coolant temperature high,FC-CLG-11,cooling,high_temp,Observed: Coolant temperature high. Inspected cooling subsystem. Replaced primary component and verified normal operation.,5.67,180.89,2024-03-12T05:00:38,P-1036|P-1123|P-1128,coolant_filter|coolant_pump|fan,train
RO004164,PACK-700,7.9,19480,Intermittent sensor fault,FC-ELC-22,electrical,high_temp,,1.3,350.71,2025-04-12T05:11:29,P-1078|P-1150|P-1343,fuse|relay|sensor_prox,train
RO004165,CONV-X200,6.3,10790,Conveyor slipping under load,FC-CON-09,conveyor,24x7_duty,Observed: Conveyor slipping under load. Inspected conveyor subsystem. Replaced primary component and verified normal operation.,5.16,73.86,2024-07-30T05:31:35,P-1258,tensioner,train
RO004166,HYD-Press-940,10.8,23793,Hydraulic pressure drops after 20 min,FC-HYD-04,hydraulic,dusty,Observed: Hydraulic pressure drops after 20 min. Inspected hydraulic subsystem. Replaced primary component and verified normal operation.,6.96,327.37,2025-05-11T11:33:33,P-1088|P-1175|P-1201|P-1267,fluid_filter|hydraulic_hose|pump,train
RO004167,HYD-Press-940,7.8,17902,Unexpected motor stop fault,FC-ELC-22,electrical,dusty,Observed: Unexpected motor stop fault. Inspected electrical subsystem. Replaced primary component and verified normal operation.,3.84,177.08,2023-09-12T00:53:03,P-1026|P-1339,contactor|fuse,train
RO004168,MILL-5AX,3.4,7918,Insufficient coolant flow alarm,FC-CLG-11,cooling,high_humidity,Observed: Insufficient coolant flow alarm. Inspected cooling subsystem. Replaced primary component and verified normal operation.,4.78,169.6,2023-06-15T21:42:51,P-1135,fan,train
RO004169,CONV-X350,9.8,21423,Actuator response delayed,FC-PNE-07,pneumatic,24x7_duty,Observed: Actuator response delayed. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,6.66,123.88,2026-04-22T00:13:17,P-1255,air_line,test
RO004170,PACK-900,7.2,14979,Air pressure fluctuation in line,FC-PNE-07,pneumatic,high_temp,Observed: Air pressure fluctuation in line. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,2.37,264.47,2025-02-04T09:07:07,P-1040|P-1097,air_line|air_regulator,train
RO004171,CONV-X200,5.5,10661,Air pressure fluctuation in line,,pneumatic,normal,Observed: Air pressure fluctuation in line. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,2.89,232.22,2023-02-10T22:30:19,P-1062,solenoid_valve,train
RO004172,CONV-X200,12.1,23993,Pneumatic valve not switching,FC-PNE-07,pneumatic,high_temp,Observed: Pneumatic valve not switching. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,3.0,284.86,2023-05-16T05:54:17,P-1081|P-1171|P-1177,air_line|air_regulator|frl_unit,train
RO004173,CONV-X200,6.3,11406,Conveyor slipping under load,FC-CON-09,conveyor,high_humidity,,2.86,710.87,2025-05-26T06:16:32,P-1111|P-1264|P-1340,chain_lube|drive_chain|idler_roller,train
RO004174,HYD-Press-880,8.0,17505,Hydraulic force below setpoint,,hydraulic,high_temp,Observed: Hydraulic force below setpoint. Inspected hydraulic subsystem. Replaced primary component and verified normal operation.,7.89,357.64,2024-07-12T12:16:25,P-1061|P-1237|P-1253|P-1299,fluid_filter|fuse|hydraulic_hose|seal_kit,train
RO004175,PACK-900,8.8,21776,Line speed not maintained,FC-CON-09,conveyor,dusty,Observed: Line speed not maintained. Inspected conveyor subsystem. Replaced primary component and verified normal operation.,5.29,263.47,2025-07-18T13:27:34,P-1045|P-1319,belt|idler_roller,train
RO004176,CNC-5100,10.6,23512,Insufficient coolant flow alarm,FC-CLG-11,cooling,normal,Observed: Insufficient coolant flow alarm. Inspected cooling subsystem. Replaced primary component and verified normal operation.,5.67,246.23,2025-12-25T18:48:14,P-1042|P-1056,coolant_filter|coolant_pump,val
RO004177,PACK-700,8.1,18332,Unexpected motor stop fault,FC-ELC-22,electrical,normal,Observed: Unexpected motor stop fault. Inspected electrical subsystem. Replaced primary component and verified normal operation.,3.27,171.16,2025-05-12T22:25:01,P-1035|P-1343,fuse|sensor_prox,train
RO004178,PACK-700,12.5,28756,Actuator response delayed,FC-PNE-07,pneumatic,high_temp,Observed: Actuator response delayed. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,3.79,150.17,2025-07-19T16:00:58,P-1235|P-1254,air_line|solenoid_valve,train
RO004179,MILL-5AX,14.0,30121,Abnormal spindle temperature alarm,FC-SPN-17,spindle,24x7_duty,Observed: Abnormal spindle temperature alarm. Inspected spindle subsystem. Replaced primary component and verified normal operation.,8.06,409.37,2023-06-25T01:24:16,P-1107|P-1137,bearing_set|high_temp_grease,train
RO004180,CONV-X350,4.5,11190,Intermittent conveyor jerk,FC-CON-09,conveyor,high_humidity,Observed: Intermittent conveyor jerk. Inspected conveyor subsystem. Replaced primary component and verified normal operation.,6.01,309.02,2023-02-06T09:48:06,P-1168|P-1233,belt|chain_lube,train
RO004181,CONV-X200,2.5,5000,Intermittent conveyor jerk,FC-CON-09,conveyor,24x7_duty,Observed: Intermittent conveyor jerk. Inspected conveyor subsystem. rplcd primary component and verified normal operation.,5.98,248.37,2023-07-16T02:16:10,P-1008|P-1068|P-1350,chain_lube|drive_chain|idler_roller,train
RO004182,CONV-X200,3.8,9393,Line speed not maintained,FC-CON-09,conveyor,24x7_duty,Observed: Line speed not maintained. Inspected conveyor subsystem. Replaced primary component and verified normal operation.,2.97,363.47,2025-02-06T08:17:58,P-1087|P-1115|P-1271,chain_lube|drive_chain|idler_roller,train
RO004183,CNC-5100,8.2,18180,Thermal trip during long cycle,FC-SPN-17,spindle,high_temp,Observed: Thermal trip during long cycle. Inspected spindle subsystem. Replaced primary component and verified normal operation.,10.91,488.18,2024-11-21T22:54:11,P-1107|P-1160,bearing_set|high_temp_grease,train
RO004184,MILL-5AX,9.2,16329,Heat exchanger inefficiency warning,FC-CLG-11,cooling,dusty,Observed: Heat exchanger inefficiency warning. Inspected cooling subsystem. Replaced primary component and verified normal operation.,4.59,284.17,2023-11-19T10:01:20,P-1059|P-1063,coolant_filter|thermostat,train
RO004185,MILL-5AX,9.5,20156,Unexpected motor stop fault,FC-ELC-22,electrical,high_temp,Observed: Unexpected motor stop fault. Inspected electrical subsystem. Replaced primary component and verified normal operation.,3.67,342.16,2025-12-02T13:42:36,P-1152|P-1272,contactor|relay,val
RO004186,CONV-X200,5.8,13744,Intermittent sensor fault,FC-ELC-22,electrical,24x7_duty,Observed: Intermittent sensor fault. Inspected electrical subsystem. Replaced primary component and vrfd normal operation.,1.69,444.42,2023-07-21T13:05:27,P-1154,wiring_harness,train
RO004187,MILL-3AX,5.3,13519,Thermal trip during long cycle,FC-SPN-17,spindle,dusty,Observed: Thermal trip during long cycle. Inspected spindle subsystem. Replaced primary component and verified normal operation.,5.08,31.49,2025-01-03T23:21:52,P-1032,bearing_set,train
RO004188,HYD-Press-880,5.4,9402,Hydraulic pressure drops after 20 min,FC-HYD-04,hydraulic,24x7_duty,Observed: Hydraulic pressure drops after 20 min. Inspected hydraulic subsystem. Replaced primary component and verified normal operation.,8.08,554.11,2024-08-01T18:48:09,P-1018|P-1034|P-1244,fluid_filter|hydraulic_hose|pump,train
RO004189,MILL-5AX,8.3,20010,Insufficient coolant flow alarm,FC-CLG-11,cooling,high_temp,Observed: Insufficient colant flow alarm. Inspected cooling subsystem. Replaced primary component and verified normal operation.,6.14,417.06,2024-11-19T11:08:11,P-1030|P-1312,fuse|radiator_core,train
RO004190,PACK-900,7.9,17933,Pneumatic valve not switching,FC-PNE-07,pneumatic,24x7_duty,Observed: Pneumatic valve not switching. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,1.98,123.88,2026-05-17T22:23:47,P-1255,air_line,test
RO004191,HYD-Press-880,14.1,32780,Hydraulic force below setpoint,FC-HYD-04,hydraulic,high_temp,Observed: Hydraulic force below setpoint. Inspected hydraulic subsystem. Replaced primary component and verified normal operation.,9.02,192.95,2025-06-13T08:11:29,P-1088|P-1214|P-1237,fluid_filter|hydraulic_hose,train
RO004192,PACK-700,6.3,16243,Air pressure fluctuation in line,FC-PNE-07,pneumatic,24x7_duty,Observed: Air press fluctuation in line. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,4.13,175.46,2023-09-26T18:11:58,P-1081|P-1191|P-1254|P-1335,air_line|air_regulator|frl_unit|high_temp_grease,train
RO004193,HYD-Press-880,9.7,20299,Hydraulic force below setpoint,FC-HYD-04,hydraulic,high_humidity,Observed: Hydraulic force below setpoint. Inspected hydraulic subsystem. Replaced primary component and verified normal operation.,6.51,205.83,2025-04-13T06:13:31,P-1100|P-1110,fluid_filter|seal_kit,train
RO004194,PACK-900,6.5,14319,Unexpected motor stop fault,FC-ELC-22,electrical,high_humidity,Observed: Unexpected motor stop fault. Inspected electrical subsystem. Replaced primary component and verified normal operation.,3.67,514.93,2024-09-04T07:14:55,P-1092|P-1125|P-1150,fuse|relay,train
RO004195,CONV-X350,11.4,27081,Air pressure fluctuation in line,FC-PNE-07,pneumatic,high_humidity,Observed: Air pressure fluctuation in line. Inspected pneumatic subsystem. Replaced primary component and verified normal operation.,5.93,411.28,2025-10-18T03:03:33,P-1108|P-1276|P-1302,air_line|frl_unit|solenoid_valve,val
